original_title,cast,director,is_novel_based,runtime,genres,production_companies,release_month,release_year,budget_adj,revenue_adj,profit
Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,James Gunn,no,121.0,Action,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,7,2014,156585478.0,712291130.0,555705652.0
Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,Joe Russo|Anthony Russo,no,136.0,Action,Marvel Studios,3,2014,156585478.0,658365092.0,501779614.0
John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,Chad Stahelski|David Leitch,no,101.0,Action,Thunder Road Pictures|Warner Bros.|87Eleven|DefyNite Films|MJW Films,10,2014,18421821.0,72526614.0,54104793.0
The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,Francis Lawrence,no,123.0,Science Fiction,Lionsgate|Color Force,11,2014,115136381.0,692752790.0,577616409.0
The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,no,144.0,Adventure,WingNut Films|New Line Cinema|3Foot7|Metro-Goldwyn-Mayer (MGM),12,2014,230272762.0,879752289.0,649479527.0
Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,Don Hall|Chris Williams,no,102.0,Adventure,Walt Disney Pictures|Walt Disney Animation Studios,10,2014,151980023.0,600648487.0,448668464.0
The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,no,113.0,History,Black Bear Pictures|Bristol Automotive,11,2014,12895274.0,215126072.0,202230798.0
The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,Wes Ball,yes,113.0,Action,Ingenious Media|Twentieth Century Fox Film Corporation|Gotham Group|Dayday Films|Temple Hill Entertainment,9,2014,31317095.0,320834306.0,289517211.0
Birdman,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,no,119.0,Drama,Worldview Entertainment|New Regency Pictures|TSG Entertainment|Le Grisbi Productions|M Productions,10,2014,16579638.0,95070499.0,78490861.0
Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,David Fincher,yes,145.0,Mystery,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Pacific Standard|TSG Entertainment,10,2014,56186554.0,340186892.0,284000338.0
Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,David Ayer,no,135.0,War,Columbia Pictures|QED International|Crave Films|LStar Capital|Huayi Brothers Media,10,2014,62634191.0,195103577.0,132469386.0
Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,Shawn Levy,no,97.0,Adventure,Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment|Moving Picture Company (MPC)|TSG Entertainment,12,2014,116978563.0,321851579.0,204873016.0
Divergent,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,Neil Burger,yes,139.0,Action,Summit Entertainment|Red Wagon Entertainment,3,2014,78292739.0,265963102.0,187670363.0
X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,Bryan Singer,no,131.0,Action,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,5,2014,230272762.0,687133923.0,456861161.0
Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,Luc Besson,no,89.0,Action,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|CinÃ©+,7,2014,36843642.0,426796807.0,389953165.0
Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,Jonathan Liebesman,no,101.0,Science Fiction,Paramount Pictures|Nickelodeon Movies|Platinum Dunes,8,2014,115136381.0,439544649.0,324408268.0
Sex Tape,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,Jake Kasdan,no,97.0,Comedy,Escape Artists|Media Rights Capital|Sony Pictures Entertainment (SPE)|LStar Capital,7,2014,36843642.0,116121496.0,79277854.0
Nightcrawler,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,Dan Gilroy,no,117.0,Crime,Bold Films|Sierra / Affinity,10,2014,7829273.0,35643660.0,27814387.0
Transformers: Age of Extinction,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,Michael Bay,no,165.0,Science Fiction,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro,6,2014,193429120.0,226127853.0,32698733.0
The Grand Budapest Hotel,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,Wes Anderson,no,99.0,Comedy,Fox Searchlight Pictures|Scott Rudin Productions|Studio Babelsberg|Indian Paintbrush|TSG Entertainment,2,2014,27632731.0,160822790.0,133190059.0
Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,no,105.0,Drama,Bold Films|Blumhouse Productions|Right of Way Films,10,2014,3039600.0,12888912.0,9849312.0
Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,Matt Reeves,no,130.0,Science Fiction,Ingenious Media|Chernin Entertainment|TSG Entertainment,6,2014,156585478.0,652316682.0,495731204.0
The Equalizer,Denzel Washington|Marton Csokas|ChloÃ« Grace Moretz|David Harbour|Haley Bennett,Antoine Fuqua,no,132.0,Thriller,Columbia Pictures|Village Roadshow Pictures|Escape Artists|Mace Neufeld Productions|LStar Capital,9,2014,50660007.0,177154121.0,126494114.0
Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,Sean Anders,no,108.0,Comedy,New Line Cinema|BenderSpink|RatPac Entertainment,11,2014,38685824.0,98230083.0,59544259.0
The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,Marc Webb,no,142.0,Action,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,4,2014,184218210.0,650030011.0,465811801.0
Edge of Tomorrow,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,Doug Liman,no,113.0,Action,Village Roadshow Pictures|Warner Bros.|Viz Media|Province of British Columbia Production Services Tax Credit|3 Arts Entertainment,5,2014,163954207.0,341302234.0,177348027.0
The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,Evan Goldberg|Seth Rogen,no,112.0,Action,Columbia TriStar,12,2014,40528006.0,10413095.0,-30114911.0
American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,no,134.0,War,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,12,2014,54160153.0,499514514.0,445354361.0
Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,Ridley Scott,no,153.0,Adventure,Scott Free Productions|Chernin Entertainment|Babieka|Volcano Films,12,2014,128952747.0,246881718.0,117928971.0
Godzilla,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,Gareth Edwards,no,123.0,Action,Toho Company|Legendary Pictures|Warner Bros.|Disruption Entertainment|RatPac-Dune Entertainment,5,2014,147374568.0,487327232.0,339952664.0
Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Robert Stromberg,no,97.0,Fantasy,Walt Disney Pictures|Roth Films,5,2014,165796389.0,698565012.0,532768623.0
The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,Roger Donaldson,no,108.0,Crime,Irish Dreamtime|Relativity Media|SPD Films,8,2014,13816365.0,29987149.0,16170784.0
Ouija,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,Stiles White,no,89.0,Horror,Universal Pictures|Platinum Dunes|Media Rights Capital|Hasbro|Blumhouse Productions,10,2014,4605455.0,94439261.0,89833806.0
How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,Dean DeBlois,no,102.0,Fantasy,DreamWorks Animation|Mad Hatter Entertainment,6,2014,133558202.0,561057788.0,427499586.0
It Follows,Maika Monroe|Keir Gilchrist|Olivia Luccardi|Lili Sepe|Bailey Spry,David Robert Mitchell,no,100.0,Thriller,Northern Lights Films|Animal Kingdom|Two Flints,8,2014,1842182.0,12434729.0,10592547.0
The Expendables 3,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,Patrick Hughes,no,127.0,Action,Davis-Films|Nu Image Films|LionsGate|Millennium Films|Ex3 Productions,8,2014,82898194.0,189903685.0,107005491.0
The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,Phil Lord|Christopher Miller,no,100.0,Adventure,Village Roadshow Pictures|DC Comics|Vertigo Entertainment|Lin Pictures|Warner Bros. Animation,2,2014,55265463.0,432139714.0,376874251.0
The Loft,Karl Urban|James Marsden|Wentworth Miller|Matthias Schoenaerts|Eric Stonestreet,Erik Van Looy,no,108.0,Thriller,Dark Castle Entertainment|Anonymous Content|Open Road Films,10,2014,11974183.0,63624403.5851604,51650220.5851604
Seventh Son,Jeff Bridges|Julianne Moore|Ben Barnes|Alicia Vikander|Kit Harington,Sergey Bodrov,no,102.0,Adventure,Legendary Pictures|Thunder Road Pictures|Outlaw Sinema|Moving Picture Company (MPC)|Pendle Mountain Productions,12,2014,87503649.0,105168898.0,17665249.0
The Theory of Everything,Eddie Redmayne|Felicity Jones|Harry Lloyd|David Thewlis|Emily Watson,James Marsh,no,123.0,Drama,Working Title Films,11,2014,13816365.0,111638022.0,97821657.0
Let's Be Cops,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,Luke Greenfield,no,104.0,Comedy,Twentieth Century Fox Film Corporation|WideAwake|Genre Films,8,2014,15658547.0,125840630.0,110182083.0
Dracula Untold,Luke Evans|Sarah Gadon|Dominic Cooper|Art Parkinson|Charles Dance,Gary Shore,no,92.0,Horror,Universal Pictures|Legendary Pictures|Fuji Television Network|Dentsu|Michael De Luca Productions,10,2014,64476373.0,198522018.0,134045645.0
Penguins of Madagascar,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,Simon J. Smith|Eric Darnell,no,92.0,Family,DreamWorks Animation,11,2014,121584018.0,344075490.0,222491472.0
Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,no,125.0,Fantasy,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,12,2014,46054552.0,196102469.0,150047917.0
300: Rise of an Empire,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,Noam Murro,no,102.0,Action,Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.|Nimar Studios,3,2014,101320015.0,310941963.0,209621948.0
The Giver,Jeff Bridges|Meryl Streep|Brenton Thwaites|Odeya Rush|Alexander SkarsgÃ¥rd,Phillip Noyce,no,94.0,Drama,The Weinstein Company|Walden Media|Tonik Productions|Asis Productions,8,2014,23027276.0,61695098.0,38667822.0
22 Jump Street,Jonah Hill|Channing Tatum|Dave Franco|Ice Cube|Nick Offerman,Phil Lord|Christopher Miller,no,112.0,Crime,Columbia Pictures|Original Film|Media Rights Capital|Metro-Goldwyn-Mayer (MGM)|Cannell Studios,6,2014,46054552.0,173571884.0,127517332.0
A Walk Among the Tombstones,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Adam David Thompson,Scott Frank,yes,113.0,Crime,Double Feature Films|Jersey Films|1984 Private Defense Contractors|Cross Creek Pictures|Exclusive Media Group,9,2014,25790549.0,48985095.0,23194546.0
Paddington,Nicole Kidman|Peter Capaldi|Ben Whishaw|Michael Gambon|Imelda Staunton,Paul King,yes,95.0,Comedy,The Weinstein Company|StudioCanal|TF1 Films Production|Canal+|Heyday Films,11,2014,50660007.0,238753457.0,188093450.0
Cake,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,Daniel Barnz,no,102.0,Drama,Echo Films|We're Not Brothers Productions|Cinelou Films,9,2014,6447637.0,2174033.0,-4273604.0
Chef,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,Jon Favreau,no,115.0,Comedy,Open Road Films|Aldamisa Entertainment|Kilburn Media|Fetisov Teterin Films,5,2014,10132001.0,42340653.0,32208652.0
The Purge: Anarchy,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|ZoÃ« Borde,James DeMonaco,no,104.0,Horror,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions|5150 Action,7,2014,8289819.0,100198906.0,91909087.0
Left Behind,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,Vic Armstrong,no,110.0,Thriller,Stoney Lake Entertainment,10,2014,14737456.0,18129765.0,3392309.0
Boyhood,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith|Lorelei Linklater,Richard Linklater,no,164.0,Drama,Detour Filmproduction|IFC Productions,6,2014,3684364.0,40849467.0,37165103.0
A Most Violent Year,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,J.C. Chandor,no,125.0,Action,Participant Media|Imagenation Abu Dhabi FZ|FilmNation Entertainment|Before the Door Pictures|Washington Square Films,12,2014,18421821.0,11059604.0,-7362217.0
Hercules,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,Brett Ratner,no,99.0,Action,Paramount Pictures|Metro-Goldwyn-Mayer (MGM)|Radical Studios|Flynn Picture Company,7,2014,92109105.0,224193561.0,132084456.0
Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,Darren Aronofsky,no,139.0,Drama,Paramount Pictures|Regency Enterprises|Protozoa Pictures|Disruption Entertainment,3,2014,115136381.0,334022131.0,218885750.0
The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,David Dobkin,no,141.0,Drama,Village Roadshow Pictures|Warner Bros.|Big Kid Pictures|Team Downey,10,2014,46054552.0,77113179.0,31058627.0
Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,Frank Coraci,no,117.0,Comedy,Happy Madison Productions|Karz Entertainment|Warner Bros.|Gulfstream Pictures,5,2014,36843642.0,113749780.0,76906138.0
Neighbors,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,Nicholas Stoller,no,96.0,Comedy,Universal Pictures|Point Grey Pictures|Good Universe,5,2014,16579638.0,246997381.0,230417743.0
If I Stay,ChloÃ« Grace Moretz|Jamie Blackley|Liana Liberato|Mireille Enos|Stacy Keach,R.J. Cutler,no,106.0,Drama,New Line Cinema|Metro-Goldwyn-Mayer (MGM),8,2014,10132001.0,72650912.0,62518911.0
Step Up All In,Ryan Guzman|Briana Evigan|Stephen Boss|Misha Gabriel|Izabella Miko,Trish Sie,no,112.0,Romance,Summit Entertainment|Offspring Entertainment,7,2014,41449097.0,79366405.0,37917308.0
"Love, Rosie",Lily Collins|Sam Claflin|Suki Waterhouse|Christian Cooke|Tamsin Egerton,Christian Ditter,yes,102.0,Comedy,Constantin Film|Octagon Films,7,2014,21307490.712324023,4089120.0,-17218370.712324023
The Fault in Our Stars,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,Josh Boone,yes,125.0,Romance,Fox 2000 Pictures|Temple Hill Entertainment|TSG Entertainment,5,2014,11053092.0,281072099.0,270019007.0
I Origins,Michael Pitt|Brit Marling|Astrid BergÃ¨s-Frisbey|Steven Yeun|Dorien Makhloghi,Mike Cahill,no,106.0,Science Fiction,Verisimilitude|Bersin Pictures|WeWork Studios,7,2014,21307490.712324023,309921.0,-20997569.712324023
Ride Along,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,Tim Story,no,99.0,Action,Universal Pictures|Rainforest Films|Cube Vision|Relativity Media,1,2014,23027276.0,141846012.0,118818736.0
The Captive,Ryan Reynolds|Scott Speedman|Rosario Dawson|Mireille Enos|Kevin Durand,Atom Egoyan,no,112.0,Thriller,Ego Film Arts|The Film Farm,6,2014,21307490.712324023,990336.0,-20317154.712324023
Inherent Vice,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,Paul Thomas Anderson,yes,148.0,Comedy,Ghoulardi Film Company|Warner Bros.,12,2014,18421821.0,10234219.0,-8187602.0
Jack Ryan: Shadow Recruit,Chris Pine|Keira Knightley|Kevin Costner|Nonso Anozie|Gemma Chan,Kenneth Branagh,no,105.0,Action,Paramount Pictures|Di Bonaventura Pictures|Mace Neufeld Productions|Skydance Productions|Etalon film,1,2014,55265463.0,46560330.0,-8705133.0
Non-Stop,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,Jaume Collet-Serra,no,106.0,Action,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE),1,2014,46054552.0,205227928.0,159173376.0
AutÃ³mata,Antonio Banderas|Birgitte Hjort SÃ¸rensen|Dylan McDermott|Robert Forster|Tim McInnerny,Gabe IbÃ¡Ã±ez,no,110.0,Thriller,Green Moon Productions|Nu Boyana Viburno,10,2014,6447637.0,63624403.5851604,57176766.5851604
Mythica: A Quest for Heroes,Kevin Sorbo|Melanie Stone|Nicola Posener|Adam Johnson|Jake Stormoen,Anne K. Black,no,93.0,Action,Arrowstorm Entertainment,12,2014,21307490.712324023,63624403.5851604,42316912.872836374
The Drop,Tom Hardy|Noomi Rapace|James Gandolfini|Matthias Schoenaerts|John Ortiz,MichaÃ«l R. Roskam,no,106.0,Drama,Fox Searchlight Pictures|Chernin Entertainment,9,2014,11605747.0,17186067.0,5580320.0
RoboCop,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,JosÃ© Padilha,no,102.0,Science Fiction,Columbia Pictures|Strike Entertainment|Metro-Goldwyn-Mayer (MGM),1,2014,110530926.0,220490244.0,109959318.0
Transcendence,Johnny Depp|Paul Bettany|Rebecca Hall|Kate Mara|Morgan Freeman,Wally Pfister,no,119.0,Thriller,Alcon Entertainment|Syncopy|DMG Entertainment|Straight Up Films,4,2014,92109105.0,94908538.0,2799433.0
The Other Woman,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,Nick Cassavetes,no,109.0,Comedy,Twentieth Century Fox Film Corporation|LBI Productions,4,2014,36843642.0,181253395.0,144409753.0
Mr. Peabody & Sherman,Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Ellie Kemper,Rob Minkoff,no,92.0,Animation,20th Century Fox,2,2014,133558202.0,251377196.0,117818994.0
A Merry Friggin' Christmas,Robin Williams|Lauren Graham|Wendi McLendon-Covey|Joel McHale|Jeffrey Tambor,Tristram Shapeero,no,88.0,Comedy,Sycamore Pictures,11,2014,21307490.712324023,63624403.5851604,42316912.872836374
Sin City: A Dame to Kill For,Mickey Rourke|Jessica Alba|Josh Brolin|Joseph Gordon-Levitt|Rosario Dawson,Frank Miller|Robert Rodriguez,no,102.0,Crime,Miramax Films|Troublemaker Studios|AR Films|Aldamisa Entertainment|Demarest Films,8,2014,59870918.0,36298002.0,-23572916.0
Tinker Bell and the Legend of the NeverBeast,Ginnifer Goodwin|Mae Whitman|Rosario Dawson|Lucy Liu|Raven-SymonÃ©,Steve Loter,no,77.0,Adventure,Walt Disney Pictures,12,2014,21307490.712324023,63624403.5851604,42316912.872836374
Rio 2,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jamie Foxx|Andy GarcÃ­a,Carlos Saldanha,no,102.0,Animation,Blue Sky Studios|Twentieth Century Fox Animation,3,2014,94872378.0,460719091.0,365846713.0
Dumb and Dumber To,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm,Bobby Farrelly|Peter Farrelly,no,110.0,Comedy,New Line Cinema|Universal Pictures|Conundrum Entertainment|Red Granite Pictures,11,2014,36843642.0,156435350.0,119591708.0
Before I Go to Sleep,Nicole Kidman|Colin Firth|Mark Strong|Anne-Marie Duff|Jing Lusi,Rowan Joffe,no,92.0,Mystery,StudioCanal|Scott Free Productions|Millennium Films|Film i VÃ¤st|Filmgate Films,9,2014,21307490.712324023,13872052.0,-7435438.712324023
The Monuments Men,Matt Damon|Cate Blanchett|George Clooney|Bill Murray|John Goodman,George Clooney,no,118.0,War,Columbia Pictures|Studio Babelsberg|Fox 2000 Pictures|Smokehouse Pictures|Obelisk Productions,1,2014,64476373.0,142754407.0,78278034.0
Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,Angelina Jolie,no,137.0,Drama,Legendary Pictures|3 Arts Entertainment|Jolie Pas,12,2014,59870918.0,150545826.0,90674908.0
Selma,David Oyelowo|Tom Wilkinson|Carmen Ejogo|AndrÃ© Holland|Omar J. Dorsey,Ava DuVernay,no,127.0,History,Plan B Entertainment|Harpo Films|Celador Films|Cloud Eight Films|PathÃ©,12,2014,18421821.0,61517744.0,43095923.0
Mommy,Anne Dorval|Suzanne ClÃ©ment|Antoine-Olivier Pilon|Patrick Huard|Alexandre Goyette,Xavier Dolan,no,138.0,Drama,TÃ©lÃ©film Canada|Super Ã‰cran|SODEC|Metafilms,5,2014,4513346.0,3218356.0,-1294990.0
